Objeto,Tipo,Propiedad,Modificacion,Check,Chutado,Otro
spInvUtilizarTodoDetalleWMS,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInvVal,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvValidarJuego,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvValPepsUeps,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvVerificar,Stored Procedure,NativoDesde3100,Ambos,CambioIntelisis,1,CambioMavi
spInvVerificarSincro,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInvVerificarTarima,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInvVerificarWMS,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
SPIRM0906_GenerarAumSaldoMonedero,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SPIRM0906_HistoricoConfDiv,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SPIRM0906_ValidaPorcentaje,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SpIRM0988_ListadoMovimientos,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SPIRM1104_NtasCredEspjYPost,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SpIRM1132_PosiblesDimasVenta,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SpIRM1154_RegisReanalisis,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SpIRM1160_LongitudMsg,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SPIRM1168_AgregaExclusiones,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SPIRM1168_AgregaNormaFotografia,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SPIRM1168_ReporteAuditoria,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SPIRM1168_ResumenEjecutivo,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SpIRm1169_RepBeneficiarioF,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SpIRM1172_RepAlmacenes,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SpIRM1175_RepGestionesIntelisis,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spISContParalelaCtaRecibir,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISContParalelaPaqueteRecibir,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISCuentaArtCat,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISCuentaArtFam,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISCuentaArtGrupo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISCuentaArtLinea,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISCuentaUnidad,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceArt,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceArtCosto,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceArtProv,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceArtProvSucursal,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceArtSub,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceArtSubCosto,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceCte,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceDiaFestivo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceListaPreciosD,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceListaPreciosDUnidad,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceListaPreciosSub,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceListaPreciosSubUnidad,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceMetodoEnvioCfg,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommercePrecio,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommercePrecioD,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceSucursal,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebArt,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebArtAtributos,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebArtCamposConfigurables,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebArtExistencia,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebArtExistenciaGlobal,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebArtExistenciaSucursal,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebArtImagen,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebArtMarca,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebArtOpcion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebArtOpcionValor,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebArtVariacion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebArtVariacionCombinacion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebArtVideo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebCatArt,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebCertificadosRegalo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebCteEnviarA,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebEnvolturaRegalo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebEstatusExistencia,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebMovSituacion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebPais,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebPaisEstado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebSituacion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebSucursalImagen,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebUsuario,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeCommerceWebUsuarioDireccion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeDocIN,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISeDocINError,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISEmidaAccountBalance,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISEmidaActualizarCatalogo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISEmidaActualizarCatalogoCarrierList,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISEmidaActualizarCatalogoProductList,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISEmidaLookupTransaction,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISEmidaRecargaTelefonica,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISEmidaRegistraLog,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISEmidaSubmitPayment,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisActualizarCosto,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisAutorizacion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisCancelarMov,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisCatalogoAgenteArtListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisCatalogoAgenteCteListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisCOMSInsertarMovCOMS_Maquila,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisCOMSInsertarMovCOMS_O,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisConfigUsuarioVerificar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisCRM,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisCXPInsertarMovCXP_CA,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisCXPInsertarMovCXP_F,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisINVAfectarINV_IF,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisINVInsertarMovINV_E,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisINVInsertarMovINV_EST,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisINVInsertarMovINV_S,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisINVInsertarMovINV_SOL,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisINVInsertarMovINV_T,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisMovilAgendaActualizar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisMovilAgendaListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisMovilArtListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisMovilCampanaDActualizar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisMovilCobroAlta,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisMovilCteActualizar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisMovilCteAlta,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisMovilCteListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisMovilCtePendientes,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisMovilCxCPendientesEnvio,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisMovilLoginListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisMovilMetadatoListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisMovilMovilUsuarioCfgListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisMovilVentaAlta,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisMovilVentaConsulta,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisMovilVentaTemplate,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisNotificacion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisOportunidad,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisPCInsertarMovPC_C,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisTMAAfectarTMA_OADO,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisTMAAfectarTMA_ORENT,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisTMAAfectarTMA_OSUR,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisTMAAfectarTMA_OSURP,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisTMAAfectarTMA_RADO,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisTMAAfectarTMA_RADOPck,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisTMAAfectarTMA_SADO,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisTMAAfectarTMA_SUR,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisTMAAfectarTMA_TSURP,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISIntelisisTMAProcesarTMA_SRADO,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISL,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISLAfectar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISLEnviar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISLVerificar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISNotificacionProcesarFiltro,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISO8601ToDateTime,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spISOweek,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spISRLiquidacionPanama,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spISSDKReportePDF,Stored Procedure,EnProduccionYNativo5000,Ambos,1,0,
spISTMAGenerarTMA_SRADO,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIVAConciliacion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIVAConciliacion2,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIVAConciliacion3,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIVAConciliacion4,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIVAConciliacion5,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIVADeclarado,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spJasperProcesar,Stored Procedure,EnProduccionYNativo5000,,0,0,
spJobComprasArtNOBLOQUEADOS,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobMatutinoMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobRecuperacion,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionContadoresXSucActual,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionContadoresXSucActualEspecial,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionContadoresXSucActualMens,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionContadoresXSucActualMensBF2018,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionContadoresXSucPasado,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionContadoresXSucPasadoEspecial,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionContadoresXSucPasadoMens,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionContadoresXSucPasadoMensBF2018,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionMAVIActual,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionMAVIActualEspecial,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionMAVIActualMens,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionMAVIActualMensBF2018,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionMAVIPasado,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionMAVIPasadoEspecial,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionMAVIPasadoMens,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobReportesDireccionMAVIPasadoMensBF2018,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spJobRespaldar,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spJornadaDiasLibres,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spJuegoComponentes,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spKardexMaxim,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayout,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spLayoutCrearEstructura,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spLayoutDatos,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spLayoutDatosXML,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spLayoutEstructura,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spLayoutGD,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutListaEsComienzo,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spLayoutListaEsFin,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spLayoutListaEsRegistro,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spLayoutListaINI,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spLayoutMavi,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutMavi12,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutMavi13,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutMavi2,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutMavi22,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutMavi25,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutMavi27,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutNomina,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLayoutNominaBanamexD,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLayoutNominaBancomer,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLayoutNominaBanorte,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLayoutNominaInbursa,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLayoutNominaSantander,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLayoutRegistro,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
SPLayouts041Secc18Mich,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutsGOBNAY,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutsHACGDLMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutsHACGUZMANMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutsHACGUZMANVMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutsHACOLMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutsHAPTOVMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutsHATLAQUEPMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutsHCivilMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutsIMSSMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutsIMSSVMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutsMAGNAYMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutsMAGNAYVMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutsSECC39MAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutsSUDGMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutsTepicVMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutSubRegistro,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spLayoutsZapopanVMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLayoutVGD,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLCExpress,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spLCGastoGenerar,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spLDI,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLDIAnalizaCadena,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLDIGeneraCadena,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLDIGenerarLOG,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLDIInsertarEstacionTemp,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLDIPagoTarjetaCredito,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLDITicket,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLDIValeActivarMonedero,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLDIValeGenerarAbonoMonedero,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLDIValeGenerarCargoMonedero,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLDIValidarTarjeta,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLDIVentaGenerarAbonoVale,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLDIVentaGenerarActivacionVale,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLDIVentaGenerarPagoServicio,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLDIVentaGenerarRecargaTel,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLeerArchivo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLeerCorreo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLeerProveedoresPac,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLiberarDinero,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spLigarMovCont,Stored Procedure,NativoDesde3100,Ambos,CambioIntelisis,1,CambioMavi
spLimpiaAgenteVehMavi,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spLimpiarArtR,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spLimpiarCubo,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spLimpiarRutaCFD,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLimpiarXML,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spLinkedServers,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spListaPrecios_H1,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spListaProdSerieLote,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spListaStAgregar,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spListaStBorrar,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spListaStEliminar,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spListaStProcesar,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spListaStQuitar,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
splitstring,Table Function,NativoDesde5000,NativoDesde5000,0,0,
spLlenarCeros,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spLotesFijos,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spLugarConsumo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spMaestroMesImportar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spMAFActualizarIndicadorAF,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spMAFCalcularActivoFTipoServicio,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spMAFCalcularActivoFTipoServicioCondicion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spMAFConcluirServicioMAF,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spMAFGenerarServicio,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spMAFGenerarServicios,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spMAFGenerarSolicitudInspeccion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spMAFInsertarActivoFTipoIndicador,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spMAFPermiteEliminarActivoFTipoIndicador,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spMailAuto,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spMapaAceptar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spMapaEnrutarEmbarque,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spMapaTempAgregar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spMapaTempAgregarListaSt,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spMapaTempBorrar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spMapeoArticulosMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spMAVI_DeterminacionVentasAcumuladas,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spMAVI_RM0825_DeterminacionVentasAcumuladas,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spMAVIActualizaCxcExiste,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
